alpha_annualized,alpha_tstat_hac,r_squared,idio_vol_annualized,idio_variance_share,observations,beta_dollar,tstat_dollar_hac,beta_carry,tstat_carry_hac,beta_value,tstat_value_hac,beta_momentum,tstat_momentum_hac,currency,date
0.05550384081,1.567123264,0.2965366162,0.06679104738,0.7034633838,60,0.6934338106,2.875429401,-0.2887341558,-2.164904582,0.3346226783,2.225771284,0.08693160264,0.6360736864,NZD,2005-10-31
0.03006541981,1.336672342,0.4479047373,0.04951960722,0.5520952627,60,-0.6647855685,-6.735408297,-0.07114848915,-0.9167867827,0.2659370984,3.828999188,-0.0315273612,-0.3396392929,PHP,2005-10-31
-0.007783351533,-0.156957413,0.2937516243,0.08151873025,0.7062483757,60,0.3120997323,1.575410823,0.425395019,2.906505007,-0.646194421,-5.868345924,0.01412626665,0.07757257309,PLN,2005-10-31
-0.003013865863,-0.1810256502,0.7486339641,0.03851857444,0.2513660359,60,0.7491969617,8.286694954,-0.6909993135,-9.045407337,-0.03564289661,-0.4697981562,0.01502531772,0.1880845858,SEK,2005-10-31
-0.01941489519,-0.8814099494,0.208131728,0.03869658382,0.791868272,60,-0.2717603326,-3.341657903,-0.1797996312,-2.358612463,0.1040424191,1.456757839,-0.03716624789,-0.4579365761,THB,2005-10-31
-8.574423911e-07,-0.1410790324,0.9999998861,1.751542821e-05,1.138614315e-07,60,-0.9628785467,-13235.32474,-1.76225521e-05,-0.5894064559,5.506929653e-05,1.073702913,-1.241813222e-05,-0.6952404931,USD,2005-10-31
-0.1173257171,-1.642934043,0.1750870999,0.1571685031,0.8249129001,60,0.8115052085,2.222619589,0.738171864,3.910090409,0.1919060469,0.4226947975,0.3277946942,0.9418161557,ZAR,2005-10-31
-0.008405340229,-0.2431625397,0.262679145,0.06175082156,0.737320855,60,0.693304276,3.814963442,-0.03579167469,-0.2990859154,0.232045705,1.945107722,-0.08930201858,-0.8401969969,AUD,2005-11-30
-0.1206581586,-1.861011641,0.6009909546,0.1300592881,0.3990090454,60,1.248826722,2.707886368,1.653598747,8.17912106,0.986293112,3.130087576,-0.5737324459,-1.634412843,BRL,2005-11-30
0.01371977174,0.4286095777,0.02428705346,0.0611423865,0.9757129465,60,-0.08835255464,-0.6314900479,-0.06589415323,-0.4893227664,-0.01668946664,-0.1582994942,-0.09378800429,-1.326260518,CAD,2005-11-30
0.02691509831,1.25179478,0.6818409821,0.04296132731,0.3181590179,60,0.2666812756,2.514334675,-0.7534753106,-8.687738982,-0.2017756608,-3.480225709,0.04333406506,0.5302694907,CHF,2005-11-30
-0.07155882467,-1.497721888,0.1901654055,0.08591371665,0.8098345945,60,0.140462172,0.7480469345,0.3357386762,1.54481476,0.3744463395,3.048597039,-0.02852629754,-0.1559794674,CLP,2005-11-30
0.03718993745,6.461936698,0.9527612716,0.01173051054,0.04723872836,60,-0.9703875507,-46.65523585,-0.01299802157,-1.063843106,0.03529082979,1.673557549,0.02214459946,1.455020128,CNY,2005-11-30
-0.03036256138,-0.7287516868,0.3326144748,0.06762423067,0.6673855252,60,-0.4400825356,-2.128010428,0.4521391792,5.455435942,0.1471628788,1.233669558,-0.08186067366,-0.6081289972,COP,2005-11-30
0.06195009229,2.618393228,0.7150089172,0.0457693672,0.2849910828,60,0.5985736462,4.540111298,-0.7772352394,-7.350998485,-0.1733024293,-1.998512333,0.09060522693,1.190523174,CZK,2005-11-30
0.02785908128,1.586332541,0.7502225562,0.0333629898,0.2497774438,60,0.4826345414,5.749443844,-0.6603582354,-12.8921154,-0.08578910711,-1.618176459,0.03433520224,0.5092775182,DKK,2005-11-30
0.02523718139,1.449430103,0.7492830283,0.03357201474,0.2507169717,60,0.4911074694,5.830685637,-0.663713508,-12.9654885,-0.08002190452,-1.495865992,0.03128621788,0.458634521,EUR,2005-11-30
0.03509243585,1.734303051,0.3448514298,0.05038748693,0.6551485702,60,-0.08207463001,-0.7152728895,-0.3561867741,-4.809726197,-0.2688867352,-2.46613252,-0.05923422265,-0.6708169608,GBP,2005-11-30
0.01524819576,7.931552913,0.9937942921,0.00399814341,0.00620570794,60,-0.9377165487,-55.26803702,-0.003854126563,-0.6764731319,-0.007384826906,-0.829675369,-0.007219908653,-0.4178387003,HKD,2005-11-30
0.0620966456,2.820387102,0.475840195,0.05956727654,0.524159805,60,0.4923908773,3.701572769,-0.3237210755,-3.268378952,-0.3983113668,-3.952889405,0.07084968872,0.6610864501,HUF,2005-11-30
-0.0339718731,-1.002786272,0.1181030012,0.06254014233,0.8818969988,60,-0.3484800948,-1.96938137,0.05923152747,0.3841950506,0.06076110322,0.7337520153,-0.06650872232,-0.5700392751,ILS,2005-11-30
0.01883682182,0.8161665674,0.5815700048,0.03453008122,0.4184299952,60,-0.7300024044,-9.145699355,0.1614858258,1.608048754,-0.0689296129,-1.113732512,0.01037522363,0.1584974524,INR,2005-11-30
-0.00036980096,-0.01194860284,0.04647246783,0.07029967812,0.9535275322,60,-0.2393731632,-1.4444366,-0.06838611653,-0.4800367691,0.09999014206,0.6745675101,0.07972692731,0.5195748984,KRW,2005-11-30
-0.02024677713,-0.8337395181,0.4959568259,0.06312384751,0.5040431741,60,-0.8595901373,-4.887834159,0.6031277561,5.747113292,-0.2054747732,-1.997522926,-0.1270521042,-0.9011594908,MXN,2005-11-30
0.01821298562,4.172749902,0.9741607778,0.008362687179,0.02583922218,60,-0.9517442828,-65.8114087,0.005221729321,0.5808738359,0.00365387733,0.4352491605,0.01187549595,0.9822003716,MYR,2005-11-30
0.04958622214,1.811811777,0.5013339124,0.05930774193,0.4986660876,60,0.3529254012,2.689374274,-0.6553675277,-5.908709337,-0.2131900973,-1.553255554,0.05021293993,0.4477790085,NOK,2005-11-30
0.05107413349,1.469644442,0.3049894664,0.06609505712,0.6950105336,60,0.6767257234,2.86468673,-0.296400062,-2.201943391,0.3382886964,2.255001329,0.1305265155,1.028082269,NZD,2005-11-30
0.0235742022,1.111447771,0.4789928045,0.0472633934,0.5210071955,60,-0.6988345768,-6.76617916,-0.07796982791,-1.054112325,0.2705704094,3.905137277,0.04849405332,0.6411471934,PHP,2005-11-30
-0.01858122866,-0.3788984545,0.3019164247,0.07939780712,0.6980835753,60,0.2935941452,1.588137034,0.3964582085,2.688109224,-0.6355417056,-5.708334631,0.08290105336,0.5072012902,PLN,2005-11-30
-0.003689844106,-0.2173850994,0.7516637024,0.03855114434,0.2483362976,60,0.7510598414,8.28962766,-0.6942045086,-9.203420612,-0.0347426379,-0.4539944566,0.01423324722,0.1720331925,SEK,2005-11-30
